ID,groupe,Y_qualite, Z_qualite, couleur,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
5282,train,7,Bon,blanc,6.4,0.16,0.44,1.20,0.051,39.0,122,0.99058,3.11,0.75,11.30
5283,test,6,OK,blanc,6.8,0.15,0.41,12.90,0.044,79.5,183,0.99742,3.24,0.78,10.20
5284,train,7,Bon,blanc,6.8,0.31,0.30,8.00,0.028,33.0,122,0.99164,3.13,0.63,12.60
5285,train,6,OK,blanc,6.8,0.15,0.41,12.90,0.044,79.5,183,0.99742,3.24,0.78,10.20
5286,train,5,OK,blanc,7.6,0.30,0.37,1.60,0.087,27.0,177,0.99438,3.09,0.50,9.80
5287,train,5,OK,blanc,6.0,0.16,0.27,12.00,0.030,39.0,98,0.99402,3.15,0.34,10.80
5288,train,6,OK,blanc,7.1,0.21,0.35,2.50,0.040,41.0,186,0.99128,3.32,0.56,12.50
5289,train,8,Bon,blanc,7.0,0.22,0.26,9.20,0.027,37.0,122,0.99228,3.06,0.34,12.50
5290,train,7,Bon,blanc,5.6,0.21,0.24,4.40,0.027,37.0,150,0.99100,3.30,0.31,11.50
5291,train,6,OK,blanc,7.4,0.22,0.26,8.80,0.027,23.0,112,0.99310,2.98,0.41,11.40
5292,validate,7,Bon,blanc,7.1,0.20,0.27,9.60,0.037,19.0,105,0.99444,3.04,0.37,10.50
5293,train,7,Bon,blanc,6.8,0.31,0.30,8.00,0.028,33.0,122,0.99164,3.13,0.63,12.60
5294,validate,5,OK,blanc,7.2,0.23,0.25,18.80,0.085,19.0,111,1.00044,3.10,0.51,8.70
5295,test,6,OK,blanc,6.4,0.15,0.40,1.30,0.053,61.0,146,0.99112,3.17,0.68,11.00
5296,train,7,Bon,blanc,6.4,0.16,0.44,1.20,0.051,39.0,122,0.99058,3.11,0.75,11.30
5297,train,6,OK,blanc,6.8,0.15,0.41,12.90,0.044,79.5,182,0.99742,3.24,0.78,10.20
5298,validate,6,OK,blanc,6.3,0.22,0.34,1.20,0.036,32.0,96,0.98961,3.06,0.74,11.60
5299,train,5,OK,blanc,7.6,0.30,0.37,1.60,0.087,27.0,177,0.99438,3.09,0.50,9.80
5300,train,5,OK,blanc,7.0,0.30,0.27,1.50,0.076,24.0,145,0.99344,3.10,0.52,10.10
5301,validate,5,OK,blanc,6.6,0.26,0.22,18.15,0.050,23.0,139,0.99904,3.06,0.50,9.20
5302,test,6,OK,blanc,7.5,0.24,0.31,13.10,0.050,26.0,180,0.99884,3.05,0.53,9.10
5303,train,6,OK,blanc,7.5,0.24,0.31,13.10,0.050,26.0,180,0.99884,3.05,0.53,9.10
5304,train,6,OK,blanc,7.5,0.24,0.31,13.10,0.050,26.0,180,0.99884,3.05,0.53,9.10
5305,train,6,OK,blanc,7.5,0.24,0.31,13.10,0.050,26.0,180,0.99884,3.05,0.53,9.10
5306,train,6,OK,blanc,6.6,0.15,0.34,1.00,0.037,45.0,79,0.98949,2.96,0.50,11.70
5307,test,6,OK,blanc,6.7,0.34,0.43,1.60,0.041,29.0,114,0.99014,3.23,0.44,12.60
5308,test,5,OK,blanc,7.7,0.35,0.46,11.80,0.088,61.0,183,0.99786,2.86,0.47,9.00
5309,train,5,OK,blanc,6.7,0.31,0.09,1.40,0.039,53.0,141,0.99206,3.12,0.44,10.10
5310,train,5,OK,blanc,4.7,0.67,0.09,1.00,0.020,5.0,9,0.98722,3.30,0.34,13.60
5311,test,6,OK,blanc,7.5,0.24,0.31,13.10,0.050,26.0,180,0.99884,3.05,0.53,9.10
5312,train,5,OK,blanc,6.3,0.20,0.18,10.60,0.045,57.0,159,0.99666,3.09,0.54,9.20
5313,test,5,OK,blanc,6.6,0.28,0.23,10.40,0.049,45.0,190,0.99754,3.12,0.51,8.80
5314,validate,4,Mauvais,blanc,8.5,0.18,0.30,1.10,0.028,34.0,95,0.99272,2.83,0.36,10.00
5315,train,6,OK,blanc,6.5,0.35,0.38,7.40,0.036,20.0,196,0.99712,3.47,0.48,9.10
5316,train,5,OK,blanc,6.8,0.22,0.26,1.20,0.041,29.0,182,0.99104,3.04,0.35,11.20
5317,train,6,OK,blanc,6.3,0.18,0.24,3.40,0.053,20.0,119,0.99373,3.11,0.52,9.20
5318,test,5,OK,blanc,6.6,0.26,0.22,18.15,0.050,23.0,139,0.99904,3.06,0.50,9.20
5319,train,5,OK,blanc,6.6,0.30,0.45,8.00,0.038,54.0,200,0.99560,3.18,0.48,9.50
5320,validate,7,Bon,blanc,6.3,0.34,0.27,2.50,0.024,40.0,152,0.99095,3.35,0.60,11.90
5321,test,5,OK,blanc,7.7,0.30,0.23,2.00,0.068,28.0,138,0.99382,3.11,0.62,9.80
5322,test,5,OK,blanc,7.7,0.31,0.23,2.00,0.069,29.0,134,0.99382,3.11,0.62,9.80
5323,test,7,Bon,blanc,5.7,0.27,0.28,6.90,0.036,46.0,150,0.99299,3.36,0.44,10.80
5324,validate,6,OK,blanc,5.4,0.26,0.33,1.20,0.051,29.0,122,0.99048,3.37,0.66,11.30
5325,validate,6,OK,blanc,6.6,0.26,0.28,9.40,0.028,13.0,121,0.99254,3.17,0.34,12.10
5326,validate,7,Bon,blanc,4.8,0.17,0.28,2.90,0.030,22.0,111,0.99020,3.38,0.34,11.30
5327,train,7,Bon,blanc,5.7,0.27,0.28,6.90,0.036,46.0,150,0.99299,3.36,0.44,10.80
5328,test,7,Bon,blanc,6.2,0.20,0.33,5.40,0.028,21.0,75,0.99012,3.36,0.41,13.50
5329,train,5,OK,blanc,7.5,0.28,0.41,1.30,0.044,11.0,126,0.99293,3.28,0.45,10.30
5330,train,6,OK,blanc,6.2,0.22,0.20,20.80,0.035,58.0,184,1.00022,3.11,0.53,9.00
5331,train,6,OK,blanc,7.0,0.34,0.26,10.30,0.041,51.0,166,0.99382,3.08,0.35,11.60
5332,train,5,OK,blanc,7.5,0.28,0.41,1.30,0.044,11.0,126,0.99293,3.28,0.45,10.30
5333,train,6,OK,blanc,6.5,0.19,0.34,1.60,0.029,39.0,116,0.98954,3.21,0.68,12.50
5334,validate,5,OK,blanc,6.0,0.21,0.29,13.10,0.042,28.0,125,0.99936,3.39,0.45,8.60
5335,validate,6,OK,blanc,6.1,0.22,0.46,1.80,0.160,34.0,74,0.98840,3.19,0.33,13.40
5336,test,4,Mauvais,blanc,6.5,0.32,0.48,8.00,0.026,18.0,88,0.99144,3.22,0.79,12.70
5337,train,5,OK,blanc,7.1,0.21,0.72,1.60,0.167,65.0,120,0.99324,2.97,0.51,9.20
5338,test,6,OK,blanc,5.6,0.26,0.18,1.40,0.034,18.0,135,0.99174,3.32,0.35,10.20
5339,test,7,Bon,blanc,7.0,0.15,0.28,14.70,0.051,29.0,149,0.99792,2.96,0.39,9.00
5340,train,7,Bon,blanc,7.0,0.15,0.28,14.70,0.051,29.0,149,0.99792,2.96,0.39,9.00
5341,train,7,Bon,blanc,7.0,0.15,0.28,14.70,0.051,29.0,149,0.99792,2.96,0.39,9.00
5342,test,7,Bon,blanc,7.0,0.15,0.28,14.70,0.051,29.0,149,0.99792,2.96,0.39,9.00
5343,train,7,Bon,blanc,7.0,0.15,0.28,14.70,0.051,29.0,149,0.99792,2.96,0.39,9.00
5344,train,7,Bon,blanc,7.0,0.15,0.28,14.70,0.051,29.0,149,0.99792,2.96,0.39,9.00
5345,train,7,Bon,blanc,7.0,0.15,0.28,14.70,0.051,29.0,149,0.99792,2.96,0.39,9.00
5346,test,5,OK,blanc,7.4,0.27,0.28,1.80,0.040,45.0,121,0.99043,3.02,0.40,11.90
5347,train,6,OK,blanc,6.8,0.22,0.30,10.60,0.070,67.0,194,0.99654,2.89,0.42,9.00
5348,train,5,OK,blanc,6.2,0.24,0.25,12.50,0.055,47.0,134,0.99758,3.30,0.51,9.00
5349,train,6,OK,blanc,6.3,0.28,0.29,6.80,0.051,40.0,143,0.99374,3.43,0.59,11.00
5350,test,7,Bon,blanc,7.0,0.15,0.28,14.70,0.051,29.0,149,0.99792,2.96,0.39,9.00
5351,test,5,OK,blanc,5.5,0.17,0.23,2.90,0.039,10.0,108,0.99243,3.28,0.50,10.00
5352,test,5,OK,blanc,6.5,0.26,0.34,1.40,0.040,25.0,184,0.99216,3.29,0.46,10.70
5353,train,5,OK,blanc,6.6,0.27,0.33,1.40,0.042,24.0,183,0.99215,3.29,0.46,10.70
5354,train,8,Bon,blanc,5.4,0.46,0.15,2.10,0.026,29.0,130,0.98953,3.39,0.77,13.40
5355,validate,6,OK,blanc,7.8,0.19,0.32,7.40,0.015,47.0,124,0.99278,2.99,0.39,11.00
5356,train,5,OK,blanc,5.5,0.17,0.23,2.90,0.039,10.0,108,0.99243,3.28,0.50,10.00
5357,test,5,OK,blanc,6.5,0.26,0.34,1.40,0.040,25.0,184,0.99216,3.29,0.46,10.70
5358,train,5,OK,blanc,6.6,0.27,0.33,1.40,0.042,24.0,183,0.99215,3.29,0.46,10.70
5359,test,6,OK,blanc,7.8,0.19,0.32,7.40,0.015,47.0,124,0.99278,2.99,0.39,11.00
5360,train,6,OK,blanc,7.8,0.20,0.32,5.00,0.016,31.0,101,0.99186,2.99,0.39,11.00
5361,validate,7,Bon,blanc,6.1,0.17,0.28,2.50,0.028,22.0,98,0.99072,3.16,0.37,11.10
5362,train,5,OK,blanc,7.4,0.20,0.35,6.10,0.025,10.0,40,0.99244,2.79,0.52,10.90
5363,test,5,OK,blanc,6.7,0.39,0.24,2.70,0.017,22.0,80,0.99084,3.03,0.37,11.50
5364,test,8,Bon,blanc,5.4,0.46,0.15,2.10,0.026,29.0,130,0.98953,3.39,0.77,13.40
5365,train,5,OK,blanc,6.9,0.40,0.17,12.90,0.033,59.0,186,0.99754,3.08,0.49,9.40
5366,train,5,OK,blanc,6.9,0.40,0.17,12.90,0.033,59.0,186,0.99754,3.08,0.49,9.40
5367,validate,5,OK,blanc,6.9,0.40,0.17,12.90,0.033,59.0,186,0.99754,3.08,0.49,9.40
5368,train,6,OK,blanc,6.3,0.24,0.29,13.70,0.035,53.0,134,0.99567,3.17,0.38,10.60
5369,train,5,OK,blanc,6.9,0.40,0.17,12.90,0.033,59.0,186,0.99754,3.08,0.49,9.40
5370,train,4,Mauvais,blanc,7.4,0.27,0.31,2.40,0.014,15.0,143,0.99094,3.03,0.65,12.00
5371,train,6,OK,blanc,6.1,0.27,0.28,9.80,0.042,61.0,125,0.99532,3.14,0.42,10.20
5372,validate,6,OK,blanc,6.3,0.24,0.29,13.70,0.035,53.0,134,0.99567,3.17,0.38,10.60
5373,train,5,OK,blanc,5.0,0.61,0.12,1.30,0.009,65.0,100,0.98740,3.26,0.37,13.50
5374,train,5,OK,blanc,6.7,0.42,0.39,12.10,0.040,61.0,248,0.99794,3.31,0.58,9.70
5375,train,6,OK,blanc,6.5,0.33,0.28,6.10,0.018,41.0,103,0.99122,3.24,0.32,12.20
5376,train,5,OK,blanc,6.9,0.33,0.31,7.70,0.040,29.0,135,0.99226,3.11,0.57,12.30
5377,train,6,OK,blanc,6.5,0.33,0.28,6.10,0.018,41.0,103,0.99122,3.24,0.32,12.20
5378,train,7,Bon,blanc,6.3,0.15,0.30,1.40,0.022,38.0,100,0.99099,3.42,0.57,11.40
5379,validate,7,Bon,blanc,6.5,0.32,0.45,7.70,0.022,31.0,97,0.99134,3.20,0.70,12.70
5380,train,5,OK,blanc,6.7,0.42,0.39,12.10,0.040,61.0,248,0.99794,3.31,0.58,9.70
5381,validate,6,OK,blanc,7.4,0.25,0.29,6.80,0.020,31.0,113,0.99338,3.13,0.29,10.80
5382,train,6,OK,blanc,7.6,0.27,0.30,9.20,0.018,23.0,96,0.99380,3.08,0.29,11.00
5383,validate,5,OK,blanc,6.4,0.27,0.45,8.30,0.050,52.0,196,0.99550,3.18,0.48,9.50
5384,train,6,OK,blanc,6.5,0.25,0.27,17.40,0.064,29.0,140,0.99776,3.20,0.49,10.10
5385,train,7,Bon,blanc,5.6,0.19,0.31,2.70,0.027,11.0,100,0.98964,3.46,0.40,13.20
5386,train,5,OK,blanc,7.4,0.29,0.48,12.80,0.037,61.5,182,0.99808,3.02,0.34,8.80
5387,train,5,OK,blanc,6.4,0.34,0.44,8.20,0.043,54.0,201,0.99551,3.18,0.48,9.50
5388,train,5,OK,blanc,6.6,0.27,0.52,8.10,0.044,53.0,202,0.99548,3.18,0.48,9.50
5389,train,6,OK,blanc,6.6,0.26,0.52,8.20,0.047,52.0,191,0.99541,3.16,0.47,9.50
5390,train,5,OK,blanc,6.4,0.27,0.45,8.30,0.050,52.0,196,0.99550,3.18,0.48,9.50
5391,validate,5,OK,blanc,6.5,0.26,0.50,8.00,0.051,46.0,197,0.99536,3.18,0.47,9.50
5392,test,6,OK,blanc,6.8,0.25,0.30,11.80,0.043,53.0,133,0.99524,3.03,0.58,10.40
5393,validate,6,OK,blanc,6.3,0.32,0.26,12.00,0.049,63.0,170,0.99610,3.14,0.55,9.90
5394,validate,5,OK,blanc,5.5,0.24,0.45,1.70,0.046,22.0,113,0.99224,3.22,0.48,10.00
5395,validate,6,OK,blanc,6.5,0.25,0.27,17.40,0.064,29.0,140,0.99776,3.20,0.49,10.10
5396,test,6,OK,blanc,6.6,0.13,0.29,13.90,0.056,33.0,95,0.99702,3.17,0.39,9.40
5397,train,5,OK,blanc,7.0,0.39,0.21,10.70,0.098,13.0,91,0.99657,3.03,0.47,9.30
5398,test,5,OK,blanc,7.9,0.21,0.39,2.00,0.057,21.0,138,0.99176,3.05,0.52,10.90
5399,test,5,OK,blanc,7.0,0.30,0.28,2.20,0.042,21.0,177,0.99166,3.20,0.57,11.40
5400,train,5,OK,blanc,8.1,0.20,0.30,1.30,0.036,7.0,49,0.99242,2.99,0.73,10.30
5401,test,6,OK,blanc,8.3,0.18,0.30,1.10,0.033,20.0,57,0.99109,3.02,0.51,11.00
5402,validate,5,OK,blanc,7.9,0.21,0.39,2.00,0.057,21.0,138,0.99176,3.05,0.52,10.90
5403,test,6,OK,blanc,7.2,0.17,0.34,6.40,0.042,16.0,111,0.99278,2.99,0.40,10.80
5404,test,5,OK,blanc,8.1,0.20,0.30,1.30,0.036,7.0,49,0.99242,2.99,0.73,10.30
5405,train,6,OK,blanc,8.3,0.18,0.30,1.10,0.033,20.0,57,0.99109,3.02,0.51,11.00
5406,train,5,OK,blanc,7.0,0.39,0.21,10.70,0.098,13.0,91,0.99657,3.03,0.47,9.30
5407,validate,5,OK,blanc,6.8,0.21,0.62,6.40,0.041,7.0,113,0.99358,2.96,0.59,10.20
5408,train,6,OK,blanc,6.9,0.21,0.62,6.30,0.042,7.0,109,0.99358,2.96,0.59,10.20
5409,test,6,OK,blanc,7.2,0.17,0.34,6.40,0.042,16.0,111,0.99278,2.99,0.40,10.80
5410,train,3,Mauvais,blanc,6.8,0.26,0.34,15.10,0.060,42.0,162,0.99705,3.24,0.52,10.50
5411,train,5,OK,blanc,7.2,0.28,0.38,2.00,0.052,23.0,156,0.99120,3.13,0.52,11.10
5412,test,5,OK,blanc,7.9,0.21,0.39,2.00,0.057,21.0,138,0.99176,3.05,0.52,10.90
5413,validate,5,OK,blanc,7.0,0.30,0.28,2.20,0.042,21.0,177,0.99166,3.20,0.57,11.40
5414,validate,5,OK,blanc,7.4,0.34,0.28,12.10,0.049,31.0,149,0.99677,3.22,0.49,10.30
5415,train,7,Bon,blanc,6.3,0.43,0.32,8.80,0.042,18.0,106,0.99172,3.28,0.33,12.90
5416,train,5,OK,blanc,6.8,0.41,0.30,8.80,0.045,28.0,131,0.99530,3.12,0.59,9.90
5417,test,6,OK,blanc,6.3,0.40,0.24,5.10,0.036,43.0,131,0.99186,3.24,0.44,11.30
5418,train,6,OK,blanc,5.1,0.35,0.26,6.80,0.034,36.0,120,0.99188,3.38,0.40,11.50
5419,train,6,OK,blanc,5.1,0.35,0.26,6.80,0.034,36.0,120,0.99188,3.38,0.40,11.50
5420,train,5,OK,blanc,6.3,0.30,0.20,3.70,0.039,34.0,132,0.99158,3.00,0.38,10.70
5421,train,6,OK,blanc,6.9,0.28,0.28,12.20,0.042,52.0,139,0.99522,3.03,0.56,10.40
5422,train,6,OK,blanc,7.0,0.33,0.28,5.70,0.033,39.0,204,0.99176,3.17,0.64,12.50
5423,train,5,OK,blanc,6.7,0.26,0.49,8.10,0.052,48.0,197,0.99558,3.19,0.48,9.50
5424,train,7,Bon,blanc,7.3,0.24,0.30,2.50,0.042,31.0,104,0.99110,3.05,0.56,11.30
5425,train,6,OK,blanc,6.7,0.46,0.21,4.00,0.034,12.0,88,0.99016,3.26,0.54,13.00
5426,train,6,OK,blanc,5.1,0.35,0.26,6.80,0.034,36.0,120,0.99188,3.38,0.40,11.50
5427,train,5,OK,blanc,5.1,0.23,0.18,1.00,0.053,13.0,99,0.98956,3.22,0.39,11.50
5428,validate,6,OK,blanc,6.3,0.40,0.24,5.10,0.036,43.0,131,0.99186,3.24,0.44,11.30
5429,validate,7,Bon,blanc,7.1,0.44,0.23,5.80,0.035,24.0,100,0.99062,3.15,0.57,13.20
5430,train,7,Bon,blanc,4.8,0.26,0.23,10.60,0.034,23.0,111,0.99274,3.46,0.28,11.50
5431,train,5,OK,blanc,6.8,0.31,0.19,3.50,0.086,30.0,130,0.99300,2.83,0.44,9.60
5432,train,5,OK,blanc,6.8,0.31,0.19,3.50,0.086,30.0,130,0.99300,2.83,0.44,9.60
5433,train,6,OK,blanc,7.0,0.15,0.29,16.40,0.058,45.0,110,0.99780,3.15,0.37,9.70
5434,validate,5,OK,blanc,6.5,0.41,0.22,4.80,0.052,49.0,142,0.99460,3.14,0.62,9.20
5435,train,5,OK,blanc,6.2,0.31,0.23,3.30,0.052,34.0,113,0.99429,3.16,0.48,8.40
5436,train,6,OK,blanc,8.0,0.27,0.33,1.20,0.050,41.0,103,0.99002,3.00,0.45,12.40
5437,train,6,OK,blanc,8.0,0.27,0.33,1.20,0.050,41.0,103,0.99002,3.00,0.45,12.40
5438,test,5,OK,blanc,6.5,0.41,0.22,4.80,0.052,49.0,142,0.99460,3.14,0.62,9.20
5439,train,5,OK,blanc,6.2,0.31,0.23,3.30,0.052,34.0,113,0.99429,3.16,0.48,8.40
5440,test,6,OK,blanc,6.7,0.37,0.25,2.50,0.028,24.0,84,0.99090,3.14,0.36,11.70
5441,train,6,OK,blanc,6.6,0.21,0.50,8.70,0.036,41.0,191,0.99294,2.96,0.56,11.00
5442,train,6,OK,blanc,7.5,0.26,0.31,1.60,0.032,36.0,109,0.99044,2.97,0.43,11.90
5443,train,7,Bon,blanc,7.5,0.34,0.28,4.00,0.028,46.0,100,0.98958,3.20,0.50,13.20
5444,train,6,OK,blanc,6.7,0.37,0.25,2.50,0.028,24.0,84,0.99090,3.14,0.36,11.70
5445,train,5,OK,blanc,6.4,0.32,0.23,16.20,0.055,36.0,176,0.99860,3.26,0.54,9.10
5446,validate,6,OK,blanc,6.7,0.24,0.32,9.00,0.023,20.0,109,0.99262,3.34,0.35,12.60
5447,train,5,OK,blanc,6.4,0.32,0.23,16.20,0.055,36.0,176,0.99860,3.26,0.54,9.10
5448,validate,6,OK,blanc,7.1,0.39,0.79,1.40,0.194,23.0,90,0.99212,3.17,0.46,10.50
5449,train,5,OK,blanc,8.2,0.31,0.43,7.00,0.047,18.0,87,0.99628,3.23,0.64,10.60
5450,validate,6,OK,blanc,6.7,0.24,0.32,9.00,0.023,20.0,109,0.99262,3.34,0.35,12.60
5451,train,7,Bon,blanc,5.9,0.17,0.29,3.10,0.030,32.0,123,0.98913,3.41,0.33,13.70
5452,validate,6,OK,blanc,5.9,0.20,0.23,1.50,0.037,38.0,93,0.99021,3.36,0.49,12.00
5453,train,7,Bon,blanc,6.6,0.32,0.26,4.60,0.031,26.0,120,0.99198,3.40,0.73,12.50
5454,test,6,OK,blanc,5.9,0.12,0.27,4.80,0.030,40.0,110,0.99226,3.55,0.68,12.10
5455,train,6,OK,blanc,5.9,0.18,0.29,4.60,0.032,68.0,137,0.99159,3.21,0.38,11.30
5456,train,6,OK,blanc,5.9,0.20,0.23,1.50,0.037,38.0,93,0.99021,3.36,0.49,12.00
5457,validate,6,OK,blanc,5.4,0.17,0.27,2.70,0.049,28.0,104,0.99224,3.46,0.55,10.30
5458,validate,6,OK,blanc,6.1,0.21,0.30,6.30,0.039,47.0,136,0.99068,3.27,0.31,12.70
5459,train,5,OK,blanc,7.3,0.25,0.26,7.20,0.048,52.0,207,0.99587,3.12,0.37,9.20
5460,test,5,OK,blanc,7.3,0.25,0.26,7.20,0.048,52.0,207,0.99587,3.12,0.37,9.20
5461,validate,6,OK,blanc,6.2,0.22,0.30,12.40,0.054,108.0,152,0.99728,3.10,0.47,9.50
5462,validate,6,OK,blanc,6.5,0.27,0.19,6.60,0.045,98.0,175,0.99364,3.16,0.34,10.10
5463,train,6,OK,blanc,6.5,0.27,0.19,6.60,0.045,98.0,175,0.99364,3.16,0.34,10.10
5464,test,7,Bon,blanc,6.6,0.39,0.22,4.00,0.038,17.0,98,0.99018,3.25,0.53,13.00
5465,train,6,OK,blanc,6.0,0.31,0.38,4.80,0.040,41.0,101,0.98968,3.24,0.56,13.10
5466,train,6,OK,blanc,8.4,0.23,0.32,1.30,0.048,59.0,113,0.99178,3.10,0.55,11.00
5467,test,5,OK,blanc,7.3,0.25,0.26,7.20,0.048,52.0,207,0.99587,3.12,0.37,9.20
5468,train,6,OK,blanc,6.0,0.22,0.25,11.10,0.056,112.0,177,0.99610,3.08,0.36,9.40
5469,train,6,OK,blanc,6.2,0.22,0.30,12.40,0.054,108.0,152,0.99728,3.10,0.47,9.50
5470,train,6,OK,blanc,6.1,0.23,0.27,9.80,0.055,74.0,134,0.99534,3.16,0.40,10.20
5471,validate,6,OK,blanc,6.5,0.27,0.19,6.60,0.045,98.0,175,0.99364,3.16,0.34,10.10
5472,train,4,Mauvais,blanc,7.3,0.36,0.54,13.30,0.054,63.0,193,0.99864,3.06,0.49,8.60
5473,train,5,OK,blanc,7.6,0.37,0.51,11.70,0.094,58.0,181,0.99776,2.91,0.51,9.00
5474,train,5,OK,blanc,6.7,0.26,0.51,8.00,0.062,50.0,194,0.99545,3.13,0.50,9.60
5475,train,7,Bon,blanc,7.4,0.22,0.27,1.60,0.057,45.0,98,0.99299,3.29,0.44,9.90
5476,validate,5,OK,blanc,6.1,0.22,0.28,16.55,0.059,54.0,135,0.99665,3.20,0.38,10.50
5477,train,5,OK,blanc,7.1,0.28,0.31,1.50,0.053,20.0,98,0.99069,3.15,0.50,11.40
5478,train,5,OK,blanc,6.5,0.35,0.31,10.20,0.069,58.0,170,0.99692,3.18,0.49,9.40
5479,train,4,Mauvais,blanc,6.8,0.73,0.20,6.60,0.054,25.0,65,0.99324,3.12,0.28,11.10
5480,test,6,OK,blanc,6.0,0.28,0.24,17.80,0.047,42.0,111,0.99896,3.10,0.45,8.90
5481,train,6,OK,blanc,6.0,0.28,0.24,17.80,0.047,42.0,111,0.99896,3.10,0.45,8.90
5482,test,5,OK,blanc,7.1,0.20,0.37,1.50,0.049,28.0,129,0.99226,3.15,0.52,10.80
5483,train,6,OK,blanc,6.8,0.33,0.31,7.40,0.045,34.0,143,0.99226,3.06,0.55,12.20
5484,train,6,OK,blanc,6.0,0.28,0.24,17.80,0.047,42.0,111,0.99896,3.10,0.45,8.90
5485,test,6,OK,blanc,7.2,0.24,0.36,2.00,0.029,21.0,63,0.99076,3.13,0.63,12.50
5486,train,6,OK,blanc,6.8,0.33,0.31,7.40,0.045,34.0,143,0.99226,3.06,0.55,12.20
5487,train,6,OK,blanc,7.2,0.24,0.36,2.00,0.029,21.0,63,0.99076,3.13,0.63,12.50
5488,train,6,OK,blanc,6.0,0.28,0.24,17.80,0.047,42.0,111,0.99896,3.10,0.45,8.90
5489,train,6,OK,blanc,6.2,0.27,0.26,12.10,0.046,43.0,127,0.99510,3.16,0.37,10.80
5490,train,6,OK,blanc,6.4,0.38,0.26,8.20,0.043,28.0,98,0.99234,2.99,0.31,11.40
5491,validate,5,OK,blanc,7.1,0.20,0.37,1.50,0.049,28.0,129,0.99226,3.15,0.52,10.80
5492,validate,5,OK,blanc,6.0,0.21,0.30,8.70,0.036,47.0,127,0.99368,3.18,0.39,10.60
5493,train,5,OK,blanc,7.0,0.34,0.10,3.50,0.044,17.0,63,0.99370,3.01,0.39,9.20
5494,train,6,OK,blanc,5.9,0.44,0.16,6.40,0.031,21.0,134,0.99151,3.24,0.46,12.20
5495,train,6,OK,blanc,7.0,0.25,0.33,2.10,0.021,17.0,76,0.99021,3.26,0.45,12.30
5496,train,6,OK,blanc,6.7,0.26,0.29,7.70,0.038,40.0,179,0.99479,3.23,0.56,10.40
5497,train,6,OK,blanc,7.0,0.24,0.30,12.30,0.035,72.0,172,0.99540,2.99,0.57,10.40
5498,train,7,Bon,blanc,8.5,0.23,0.34,1.30,0.035,54.0,110,0.99176,3.07,0.55,11.00
5499,train,5,OK,blanc,6.0,0.21,0.30,8.70,0.036,47.0,127,0.99368,3.18,0.39,10.60
5500,train,5,OK,blanc,7.0,0.34,0.10,3.50,0.044,17.0,63,0.99370,3.01,0.39,9.20
5501,validate,4,Mauvais,blanc,4.8,0.65,0.12,1.10,0.013,4.0,10,0.99246,3.32,0.36,13.50
5502,train,6,OK,blanc,6.1,0.22,0.38,2.80,0.144,12.0,65,0.99080,2.95,0.64,11.40
5503,train,6,OK,blanc,5.8,0.27,0.26,3.50,0.071,26.0,69,0.98994,3.10,0.38,11.50
5504,train,7,Bon,blanc,5.0,0.46,0.18,1.90,0.036,33.0,106,0.98746,3.21,0.83,14.00
5505,validate,7,Bon,blanc,6.5,0.33,0.30,3.80,0.036,34.0,88,0.99028,3.25,0.63,12.50
5506,test,7,Bon,blanc,6.5,0.33,0.30,3.80,0.036,34.0,88,0.99028,3.25,0.63,12.50
5507,train,7,Bon,blanc,6.7,0.31,0.30,2.40,0.038,30.0,83,0.98867,3.09,0.36,12.80
5508,train,7,Bon,blanc,6.2,0.39,0.24,4.80,0.037,45.0,138,0.99174,3.23,0.43,11.20
5509,validate,7,Bon,blanc,6.2,0.39,0.24,4.80,0.037,45.0,138,0.99174,3.23,0.43,11.20
5510,train,6,OK,blanc,7.1,0.37,0.30,6.20,0.040,49.0,139,0.99021,3.17,0.27,13.60
5511,test,6,OK,blanc,7.2,0.23,0.82,1.30,0.149,70.0,109,0.99304,2.93,0.42,9.20
5512,test,7,Bon,blanc,6.5,0.33,0.30,3.80,0.036,34.0,88,0.99028,3.25,0.63,12.50
5513,train,6,OK,blanc,7.2,0.25,0.32,1.50,0.054,24.0,105,0.99154,3.17,0.48,11.10
5514,test,7,Bon,blanc,6.2,0.39,0.24,4.80,0.037,45.0,138,0.99174,3.23,0.43,11.20
5515,train,7,Bon,blanc,4.7,0.46,0.18,1.90,0.036,33.0,106,0.98746,3.21,0.83,14.00
5516,train,6,OK,blanc,7.1,0.37,0.30,6.20,0.040,49.0,139,0.99021,3.17,0.27,13.60
5517,validate,5,OK,blanc,6.2,0.28,0.51,7.90,0.056,49.0,206,0.99560,3.18,0.52,9.40
5518,validate,7,Bon,blanc,6.4,0.35,0.28,1.60,0.037,31.0,113,0.98779,3.12,0.40,14.20
5519,train,6,OK,blanc,6.6,0.31,0.28,1.40,0.035,28.0,107,0.98836,3.00,0.40,13.20
5520,train,6,OK,blanc,7.4,0.25,0.37,2.60,0.050,24.0,132,0.99138,3.04,0.53,11.20
5521,validate,5,OK,blanc,7.3,0.36,0.34,14.80,0.057,46.0,173,0.99751,3.14,0.57,10.20
5522,train,7,Bon,blanc,6.7,0.31,0.30,2.40,0.038,30.0,83,0.98867,3.09,0.36,12.80
